,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
194,Altona North,1/95 Mills St,3,h,588000.0,S,Williams,2016-05-07,11.1,3025,3,1,1,328.0,118.0,1970,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132
195,Altona North,5 Binns St,3,h,710000.0,PI,Village,2016-11-07,11.1,3025,3,1,3,540.0,116.0,1960,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132
197,Altona North,21 Hatherley Gr,3,h,700000.0,VB,Jas,2016-12-10,11.1,3025,3,1,3,554.0,151.97,1970,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132
198,Altona North,1/256 Mason St,2,t,640000.0,S,Williams,2017-03-11,11.1,3025,2,1,1,252.0,151.97,1965,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132
200,Altona North,2/36 May St,3,h,675000.0,S,hockingstuart,2016-05-14,11.1,3025,3,2,2,171.0,109.0,2012,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132
201,Altona North,11 Beevers St,3,h,708000.0,S,Greg,2016-10-15,11.1,3025,3,1,2,585.0,97.0,1960,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132
203,Altona North,16 Beevers St,3,h,680000.0,S,Sweeney,2016-11-19,11.1,3025,3,1,3,551.0,151.97,1970,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132
205,Altona North,31 Duosa Rd,3,h,923000.0,S,Greg,2016-05-22,11.1,3025,3,1,2,740.0,151.97,1970,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132
208,Altona North,2 Gadsden St,3,h,728500.0,S,Jas,2016-08-22,11.1,3025,3,1,1,531.0,157.0,1960,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132
209,Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,2016-08-22,11.1,3025,3,2,1,590.0,160.0,1950,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132
211,Altona North,122 McIntosh Rd,3,h,590000.0,S,Village,2016-04-23,11.1,3025,3,1,2,561.0,151.97,1970,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132
212,Altona North,35 May St,2,h,610000.0,S,RT,2016-09-24,11.1,3025,2,1,2,691.0,151.97,1970,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132
213,Altona North,6 Hill St,3,h,815000.0,S,hockingstuart,2017-02-25,11.1,3025,3,2,3,555.0,130.0,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132
214,Altona North,84 May St,4,h,970000.0,S,Greg,2017-02-25,11.1,3025,4,1,2,708.0,151.97,1970,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132
215,Altona North,155 Chambers Rd,4,h,760000.0,S,Hunter,2016-06-27,11.1,3025,4,1,3,668.0,151.97,1970,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132
216,Altona North,268d Mason St,4,t,847500.0,S,RT,2016-06-27,11.1,3025,4,3,1,252.0,151.97,1970,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132
218,Altona North,107 McIntosh Rd,3,h,700000.0,SP,Hunter,2016-11-27,11.1,3025,3,1,1,557.0,151.97,1970,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132
219,Altona North,10 Knapp St,3,h,625000.0,PI,Hunter,2016-05-28,11.1,3025,3,1,1,536.0,151.97,1970,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132
220,Altona North,4/221 Blackshaws Rd,2,u,292000.0,S,Jas,2016-08-28,11.1,3025,2,1,1,153.0,70.0,1970,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132
221,Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,2016-09-03,6.3,3143,2,1,1,0.0,76.0,1964,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
222,Armadale,1/42 Adelaide St,2,u,550000.0,VB,Noel,2016-12-03,6.3,3143,2,1,0,861.0,151.97,1970,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836
223,Armadale,14/71 Denbigh Rd,3,u,995000.0,S,Marshall,2016-12-03,6.3,3143,3,2,2,0.0,100.0,1998,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
224,Armadale,4/769 High St,3,t,1205000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,101.0,105.0,2000,Stonnington,-37.854,145.0135,Southern Metropolitan,4836
225,Armadale,7 Llaneast St,3,h,1939000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,296.0,150.0,1889,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836
226,Armadale,9/55 Northcote Rd,1,u,421500.0,S,Biggin,2016-12-03,6.3,3143,1,1,0,0.0,151.97,1970,Stonnington,-37.853,145.0167,Southern Metropolitan,4836
227,Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,2017-03-04,6.3,3143,3,1,1,217.0,116.0,1888,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836
228,Armadale,3/16 Fulton St,2,u,678000.0,S,hockingstuart,2017-03-04,6.3,3143,2,1,2,0.0,151.97,1970,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836
229,Armadale,3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,2017-03-04,6.3,3143,3,2,2,0.0,165.0,1995,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
230,Armadale,1/77 Wattletree Rd,2,u,660000.0,SP,hockingstuart,2017-03-04,6.3,3143,2,1,1,0.0,151.97,1970,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836
231,Armadale,12 Willis St,3,h,2050000.0,S,Marshall,2017-03-04,6.3,3143,3,2,1,205.0,116.0,1910,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836
232,Armadale,8/71 Denbigh Rd,2,u,700000.0,VB,Jellis,2016-06-04,6.3,3143,2,1,2,0.0,151.97,1970,Stonnington,-37.8552,145.016,Southern Metropolitan,4836
237,Armadale,6/26 Mercer Rd,2,u,825000.0,S,Jellis,2016-05-07,6.3,3143,2,1,1,0.0,151.97,1970,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836
238,Armadale,538a Orrong Rd,3,t,1586000.0,S,RT,2016-05-07,6.3,3143,2,2,2,246.0,151.97,1970,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836
239,Armadale,18/41 Kooyong Rd,2,u,645000.0,S,Marshall,2016-10-08,6.3,3143,3,1,1,0.0,151.97,1960,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
240,Armadale,10 William St,1,h,1435000.0,SP,Jellis,2016-10-08,6.3,3143,2,2,1,144.0,107.0,1900,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836
242,Armadale,1/2 Armadale St,1,u,400000.0,PI,hockingstuart,2016-12-10,6.3,3143,1,1,1,0.0,151.97,1970,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836
243,Armadale,4/20 Mercer Rd,2,h,1780000.0,S,Marshall,2016-12-10,6.3,3143,2,2,2,0.0,151.97,1970,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
244,Armadale,8/58 Sutherland Rd,2,u,592500.0,S,hockingstuart,2016-12-10,6.3,3143,2,1,1,0.0,73.0,1970,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836
245,Armadale,40 New St,2,h,1210000.0,S,Marshall,2016-11-12,6.3,3143,2,1,0,249.0,96.0,1910,Stonnington,-37.8543,145.016,Southern Metropolitan,4836
247,Armadale,7/53 Wattletree Rd,1,u,390000.0,S,Jellis,2016-05-14,6.3,3143,1,1,0,881.0,151.97,1970,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836
248,Armadale,791 High St,3,h,1800000.0,PI,RT,2016-10-15,6.3,3143,3,2,2,405.0,121.0,1910,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836
250,Armadale,8/569 Orrong Rd,1,u,324000.0,S,Jellis,2016-04-16,6.3,3143,1,1,1,0.0,151.97,1970,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836
252,Armadale,34a Rose St,2,h,1125000.0,S,RT,2016-09-17,6.3,3143,3,1,2,169.0,151.97,1970,Stonnington,-37.851,145.0161,Southern Metropolitan,4836
255,Armadale,31 Hume St,2,h,1900000.0,VB,Jellis,2017-03-18,6.3,3143,2,2,0,207.0,151.97,1970,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836
257,Armadale,7/579 Dandenong Rd,2,u,490000.0,PI,Ray,2016-06-18,6.3,3143,2,1,1,0.0,151.97,1966,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836
259,Armadale,14 New St,3,h,1300000.0,VB,Jellis,2016-06-18,6.3,3143,2,1,2,212.0,106.0,1900,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836
260,Armadale,7/501 Orrong Rd,3,u,732000.0,S,Gary,2016-06-18,6.3,3143,3,2,2,0.0,151.97,1970,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836
261,Armadale,6/51 Armadale St,2,u,704000.0,SP,Greg,2016-11-19,6.3,3143,2,1,1,0.0,74.0,1969,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
262,Armadale,12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,2016-11-19,6.3,3143,3,1,1,0.0,98.0,1970,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
263,Armadale,63 Denbigh Rd,3,h,1900000.0,S,Marshall,2016-05-22,6.3,3143,3,1,2,328.0,108.0,1900,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836
264,Armadale,13/56 Sutherland Rd,1,u,315000.0,SP,Fletchers,2016-08-22,6.3,3143,1,1,1,0.0,151.97,1970,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836
265,Armadale,7/22 Derby St,1,u,450000.0,PI,hockingstuart,2016-09-24,6.3,3143,1,1,1,0.0,151.97,1970,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836
268,Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,2017-02-25,6.3,3143,2,1,1,0.0,88.0,1970,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836
269,Armadale,75 Sutherland Rd,3,h,1285000.0,S,Marshall,2017-02-25,6.3,3143,3,1,2,186.0,80.0,1920,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836
271,Armadale,1/403 Dandenong Rd,2,u,520000.0,S,hockingstuart,2016-06-27,6.3,3143,1,1,1,0.0,76.0,1970,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836
277,Armadale,1/31 Mercer Rd,3,u,869000.0,S,Jellis,2016-05-28,6.3,3143,2,1,1,0.0,91.0,1940,Stonnington,-37.853,145.0264,Southern Metropolitan,4836
279,Armadale,2/532 Orrong Rd,2,u,565000.0,S,Ray,2016-08-28,6.3,3143,3,1,1,0.0,151.97,1970,Stonnington,-37.8573,145.0112,Southern Metropolitan,4836
281,Armadale,3/50 Denbigh Rd,2,u,546000.0,SP,hockingstuart,2016-07-30,6.3,3143,2,0,0,0.0,151.97,1970,Stonnington,-37.8568,145.0161,Southern Metropolitan,4836
282,Armadale,7/844 Malvern Rd,2,u,471500.0,S,Ray,2016-07-30,6.3,3143,2,1,1,0.0,151.97,1980,Stonnington,-37.8503,145.0185,Southern Metropolitan,4836
283,Ascot Vale,2/43 Roxburgh St,2,u,455000.0,S,Nelson,2016-09-03,5.9,3032,3,1,2,0.0,151.97,1970,Moonee Valley,-37.7756,144.9165,Western Metropolitan,6567
284,Ascot Vale,30 Rothwell St,3,h,940000.0,S,Nelson,2016-12-03,5.9,3032,3,1,2,298.0,108.0,1920,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567
286,Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,2017-03-04,5.9,3032,3,2,2,277.0,174.0,1910,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567
289,Ascot Vale,97 Walter St,3,h,1284000.0,S,Woodards,2017-03-04,5.9,3032,3,1,2,623.0,151.97,1938,Moonee Valley,-37.7758,144.9089,Western Metropolitan,6567
290,Ascot Vale,98 Epsom Rd,3,h,971000.0,SP,Nelson,2016-06-04,5.9,3032,3,2,2,285.0,128.0,1900,Moonee Valley,-37.775,144.9091,Western Metropolitan,6567
291,Ascot Vale,8 Geddes St,2,h,710000.0,PI,Nelson,2016-06-04,5.9,3032,2,1,1,214.0,77.0,1890,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567
293,Ascot Vale,119 Roseberry St,2,h,750000.0,SP,Maddison,2016-06-04,5.9,3032,2,1,1,226.0,92.0,1920,Moonee Valley,-37.7745,144.9093,Western Metropolitan,6567
294,Ascot Vale,10 Fenton St,2,h,1053000.0,S,Nelson,2016-08-06,5.9,3032,2,1,1,269.0,109.0,1900,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567
295,Ascot Vale,10 McCully St,3,h,1377000.0,S,Nelson,2016-08-06,5.9,3032,3,1,1,417.0,168.0,1900,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567
296,Ascot Vale,120 Epsom Rd,3,h,970000.0,S,Brad,2016-05-07,5.9,3032,3,1,2,350.0,125.0,1904,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567
297,Ascot Vale,47 Hurtle St,2,h,940000.0,S,Nelson,2016-05-07,5.9,3032,2,1,1,330.0,151.97,1970,Moonee Valley,-37.773,144.9049,Western Metropolitan,6567
298,Ascot Vale,63 Kent St,2,h,751000.0,PI,Nelson,2016-05-07,5.9,3032,2,1,1,118.0,79.0,1890,Moonee Valley,-37.7807,144.9288,Western Metropolitan,6567
299,Ascot Vale,4 The Parade,2,h,950000.0,SP,Raine,2016-05-07,5.9,3032,2,1,1,173.0,102.0,1900,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567
300,Ascot Vale,1/17 Epsom Rd,2,u,685000.0,S,Brad,2016-11-07,5.9,3032,2,1,2,228.0,90.0,1995,Moonee Valley,-37.7718,144.9066,Western Metropolitan,6567
301,Ascot Vale,41 Monash St,3,h,1230000.0,S,Nelson,2016-10-08,5.9,3032,4,1,2,594.0,148.0,1960,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567
302,Ascot Vale,2/78 Ormond Rd,2,h,636500.0,S,Jellis,2016-10-08,5.9,3032,2,1,1,0.0,151.97,1970,Moonee Valley,-37.7738,144.9345,Western Metropolitan,6567
303,Ascot Vale,83 Roseberry St,3,h,910000.0,S,Raine,2016-10-08,5.9,3032,3,1,0,317.0,151.97,1970,Moonee Valley,-37.7746,144.9112,Western Metropolitan,6567
304,Ascot Vale,51 Francis St,2,h,770000.0,PI,Nelson,2016-09-10,5.9,3032,2,1,1,226.0,87.0,1900,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567
305,Ascot Vale,33 Dalgety Dr,3,h,960000.0,S,Walshe,2016-12-10,5.9,3032,3,2,2,229.0,151.97,2011,Moonee Valley,-37.7778,144.9065,Western Metropolitan,6567
306,Ascot Vale,12 Mirams St,4,h,890000.0,SP,Raine,2016-12-10,5.9,3032,4,1,1,300.0,185.0,1890,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567
307,Ascot Vale,2 The Parade,2,h,965000.0,S,Nelson,2016-12-10,5.9,3032,2,1,1,170.0,151.97,1970,Moonee Valley,-37.7732,144.9206,Western Metropolitan,6567
308,Ascot Vale,78 The Parade,3,h,1440000.0,S,Nelson,2017-02-11,5.9,3032,3,1,1,487.0,131.0,1900,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567
309,Ascot Vale,11 Ascot St,2,h,955000.0,S,Woodards,2017-03-11,5.9,3032,2,1,0,255.0,151.97,1970,Moonee Valley,-37.7825,144.9208,Western Metropolitan,6567
310,Ascot Vale,24/54 Epsom Rd,2,u,450000.0,VB,Nelson,2016-11-12,5.9,3032,2,1,1,0.0,151.97,2010,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567
311,Ascot Vale,2 Farncomb St,3,h,801000.0,S,Jellis,2016-11-12,5.9,3032,3,1,2,431.0,151.97,1950,Moonee Valley,-37.781,144.9207,Western Metropolitan,6567
312,Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,2016-11-12,5.9,3032,3,2,2,440.0,120.0,1955,Moonee Valley,-37.7746,144.9031,Western Metropolitan,6567
313,Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,2016-11-12,5.9,3032,3,2,2,532.0,147.0,1950,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567
315,Ascot Vale,52 Monash St,3,h,1425000.0,PI,Jellis,2016-08-13,5.9,3032,3,2,2,495.0,139.0,1920,Moonee Valley,-37.7821,144.9055,Western Metropolitan,6567
317,Ascot Vale,70 Munro St,3,h,955000.0,S,Brad,2016-05-14,5.9,3032,3,1,1,263.0,117.0,1910,Moonee Valley,-37.7753,144.9116,Western Metropolitan,6567
319,Ascot Vale,33 Hockey La,3,h,1255000.0,S,Nelson,2016-10-15,5.9,3032,3,2,2,308.0,151.97,1970,Moonee Valley,-37.7759,144.9338,Western Metropolitan,6567
323,Ascot Vale,2/127 Epsom Rd,2,u,610000.0,SP,Brad,2016-04-16,5.9,3032,2,1,1,301.0,104.0,1995,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567
324,Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,2016-04-16,5.9,3032,3,3,1,491.0,127.0,1950,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567
325,Ascot Vale,62 Mirams St,3,h,890000.0,SP,Brad,2016-07-16,5.9,3032,3,1,1,242.0,110.0,1920,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567
326,Ascot Vale,67 Hurtle St,3,h,1180000.0,SP,Brad,2016-09-17,5.9,3032,3,2,2,617.0,149.0,1930,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567
327,Ascot Vale,95 Walter St,4,h,1480000.0,S,Raine,2016-09-17,5.9,3032,4,2,2,597.0,180.0,1939,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567
328,Ascot Vale,15 Bayview Tce,2,h,1150000.0,S,Brad,2017-03-18,5.9,3032,2,1,1,387.0,151.97,1970,Moonee Valley,-37.7734,144.9191,Western Metropolitan,6567
329,Ascot Vale,57 Monash St,3,h,1350000.0,S,Brad,2017-03-18,5.9,3032,3,1,3,575.0,151.97,1970,Moonee Valley,-37.7828,144.9049,Western Metropolitan,6567
331,Ascot Vale,3/8 Walter St,2,t,865000.0,SP,Nelson,2017-03-18,5.9,3032,2,2,1,146.0,132.0,2015,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567
332,Ascot Vale,2/225 Maribyrnong Rd,2,t,705000.0,S,Brad,2016-06-18,5.9,3032,2,2,1,113.0,151.97,1998,Moonee Valley,-37.7712,144.9088,Western Metropolitan,6567
334,Ascot Vale,107/8 Burrowes St,2,u,540000.0,S,Jellis,2016-11-19,5.9,3032,2,2,1,0.0,151.97,1970,Moonee Valley,-37.7786,144.9141,Western Metropolitan,6567
335,Ascot Vale,21A Geddes St,3,h,1037500.0,S,Alexkarbon,2016-11-19,5.9,3032,3,1,2,506.0,110.0,1920,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567
336,Ascot Vale,1/20 Newsom St,3,t,1050000.0,S,Jellis,2016-11-19,5.9,3032,3,2,2,318.0,160.0,2013,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567
338,Ascot Vale,126 The Parade,2,h,1010000.0,S,Brad,2016-11-19,5.9,3032,2,1,1,325.0,151.97,1970,Moonee Valley,-37.7722,144.9117,Western Metropolitan,6567
339,Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,S,Nelson,2016-05-22,5.9,3032,4,2,0,418.0,158.0,1900,Moonee Valley,-37.7766,144.9187,Western Metropolitan,6567
340,Ascot Vale,6/17 Geddes St,2,u,570000.0,VB,Nelson,2016-05-22,5.9,3032,2,1,1,0.0,151.97,1970,Moonee Valley,-37.7779,144.9137,Western Metropolitan,6567
341,Ascot Vale,1/60 The Parade,2,u,690000.0,S,Brad,2016-05-22,5.9,3032,2,1,1,0.0,151.97,1970,Moonee Valley,-37.7728,144.9169,Western Metropolitan,6567
342,Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,S,Brad,2016-04-23,5.9,3032,3,1,2,414.0,151.97,1970,Moonee Valley,-37.7766,144.9185,Western Metropolitan,6567
343,Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,2016-04-23,5.9,3032,3,2,1,272.0,157.0,1900,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567
344,Ascot Vale,78 Francis St,3,h,1135000.0,S,Brad,2016-09-24,5.9,3032,3,1,1,296.0,104.0,1910,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567
345,Ascot Vale,25 Geddes St,4,h,950000.0,PI,Nelson,2016-09-24,5.9,3032,4,2,1,298.0,147.0,1920,Moonee Valley,-37.7778,144.9131,Western Metropolitan,6567
346,Ascot Vale,106/246 Union Rd,3,u,790000.0,PI,Weda,2016-09-24,5.9,3032,3,2,1,0.0,148.0,1970,Moonee Valley,-37.7722,144.9163,Western Metropolitan,6567
348,Ascot Vale,15 Mirams St,4,h,1345000.0,S,Jellis,2017-02-25,5.9,3032,4,1,1,552.0,155.0,1920,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567
349,Ascot Vale,44 Walter St,3,h,1381500.0,S,Barry,2017-02-25,5.9,3032,3,2,2,416.0,168.0,1900,Moonee Valley,-37.7727,144.9055,Western Metropolitan,6567
350,Ascot Vale,25 Dalgety Dr,3,h,940000.0,S,Jellis,2016-07-26,5.9,3032,3,2,2,285.0,172.0,2011,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567
351,Ascot Vale,7 Dalgety Dr,3,h,995000.0,S,Nelson,2016-07-26,5.9,3032,3,2,1,314.0,177.0,2010,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567
352,Ascot Vale,37 Epsom Rd,3,h,1050000.0,SP,Frank,2016-07-26,5.9,3032,3,1,3,536.0,151.97,1970,Moonee Valley,-37.7728,144.9076,Western Metropolitan,6567
353,Ascot Vale,6 Waller Ct,3,h,786000.0,S,Brad,2016-07-26,5.9,3032,3,2,1,576.0,120.0,1940,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567
354,Ascot Vale,17 Ascot St,2,h,705000.0,PI,Nelson,2016-06-27,5.9,3032,2,1,3,252.0,108.0,1910,Moonee Valley,-37.7825,144.9206,Western Metropolitan,6567
355,Ascot Vale,73 Kent St,2,h,760000.0,PI,Nelson,2016-06-27,5.9,3032,2,1,1,124.0,77.0,1900,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567
356,Ascot Vale,9/129 The Parade,3,u,487500.0,S,Hodges,2016-06-27,5.9,3032,3,1,3,0.0,151.97,1972,Moonee Valley,-37.7723,144.9094,Western Metropolitan,6567
357,Ascot Vale,1 East St,3,t,1000000.0,S,Nelson,2016-11-27,5.9,3032,3,2,2,200.0,144.0,2003,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567
358,Ascot Vale,32 Geddes St,4,h,1110000.0,PI,Nelson,2016-11-27,5.9,3032,4,2,1,349.0,151.97,1920,Moonee Valley,-37.7775,144.91299999999995,Western Metropolitan,6567
360,Ascot Vale,43 Mirams St,3,h,1060000.0,PI,Nelson,2016-11-27,5.9,3032,3,1,1,555.0,151.97,1970,Moonee Valley,-37.7767,144.9125,Western Metropolitan,6567
361,Ascot Vale,45 Mirams St,3,h,1410000.0,PI,Nelson,2016-11-27,5.9,3032,3,2,2,459.0,151.97,1970,Moonee Valley,-37.7767,144.9124,Western Metropolitan,6567
362,Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,S,Barry,2016-05-28,5.9,3032,2,1,1,278.0,166.0,1900,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567
363,Ascot Vale,26 Milton St,3,h,932500.0,S,Nelson,2016-05-28,5.9,3032,3,2,1,254.0,151.97,1970,Moonee Valley,-37.7738,144.9215,Western Metropolitan,6567
364,Ascot Vale,10 Ayr St,3,h,965000.0,S,Alexkarbon,2016-08-28,5.9,3032,3,1,0,216.0,151.97,1970,Moonee Valley,-37.7792,144.9297,Western Metropolitan,6567
365,Ascot Vale,58 Bloomfield Rd,3,h,1215000.0,S,Stockdale,2016-08-28,5.9,3032,3,1,1,452.0,175.0,1960,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567
366,Ascot Vale,1/91 Epsom Rd,2,u,545000.0,S,Nelson,2016-08-28,5.9,3032,2,1,2,194.0,71.0,1900,Moonee Valley,-37.7772,144.9118,Western Metropolitan,6567
368,Ascot Vale,6 McCully St,3,h,970000.0,S,Nelson,2016-07-30,5.9,3032,2,1,1,194.0,151.97,1970,Moonee Valley,-37.7756,144.921,Western Metropolitan,6567
369,Ascot Vale,75 Munro St,2,h,925000.0,S,Barry,2016-07-30,5.9,3032,2,1,1,407.0,151.97,1970,Moonee Valley,-37.7756,144.9105,Western Metropolitan,6567
372,Ashburton,1/17 Ashburn Gr,3,t,955000.0,S,Buxton,2016-12-03,11.0,3147,3,2,2,203.0,151.97,1970,Boroondara,-37.8655,145.0807,Southern Metropolitan,3052
374,Ashburton,101/218 High St,2,u,500000.0,VB,Fletchers,2017-03-04,11.0,3147,2,1,1,710.0,151.97,2010,Boroondara,-37.8636,145.0794,Southern Metropolitan,3052
375,Ashburton,51 Victory Bvd,2,h,1575000.0,S,Jellis,2017-03-04,11.0,3147,2,1,2,679.0,151.97,1970,Boroondara,-37.869,145.0822,Southern Metropolitan,3052
376,Ashburton,3 Dunlop St,3,h,1555000.0,S,Jellis,2016-06-04,11.0,3147,3,2,2,731.0,149.0,1935,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052
377,Ashburton,16a Nicholas St,3,h,1100000.0,PI,Marshall,2016-10-08,11.0,3147,3,3,2,276.0,178.0,2004,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052
378,Ashburton,5 Nicholas St,3,h,1337000.0,S,Buxton,2016-10-08,11.0,3147,3,1,2,583.0,112.0,1950,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052
381,Ashburton,1/1 Nairn St,3,h,1518000.0,S,Jellis,2016-09-10,11.0,3147,3,2,2,516.0,145.0,1920,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052
382,Ashburton,9 Gona Ct,3,h,1710000.0,S,hockingstuart,2016-12-10,11.0,3147,3,1,2,806.0,101.0,1950,Boroondara,-37.8695,145.084,Southern Metropolitan,3052
383,Ashburton,45 Yuile St,3,h,1655000.0,S,Jellis,2016-12-10,11.0,3147,3,1,3,780.0,152.0,1940,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052
384,Ashburton,47 Yuile St,4,h,1550000.0,VB,Marshall,2016-11-12,11.0,3147,4,2,2,780.0,180.0,1938,Boroondara,-37.86,145.0817,Southern Metropolitan,3052
386,Ashburton,18 Glen Rd,3,h,1665000.0,S,Jellis,2016-10-15,11.0,3147,3,2,3,702.0,145.0,1945,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052
387,Ashburton,95 Nicholas St,2,h,1445000.0,S,Jellis,2016-04-16,11.0,3147,2,1,2,704.0,151.97,1970,Boroondara,-37.8745,145.0738,Southern Metropolitan,3052
389,Ashburton,3/75 Victory Bvd,3,t,968000.0,S,Jellis,2016-06-18,11.0,3147,3,1,1,227.0,151.97,1970,Boroondara,-37.8709,145.0857,Southern Metropolitan,3052
390,Ashburton,2/17 Ashburn Gr,3,t,900000.0,S,Jellis,2016-11-19,11.0,3147,3,2,2,153.0,110.0,1990,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052
